A,B,a,b,y,z,w,x,AS,BS,deltaA,deltaB,FER,Bratio
11,9,1.47,2.978,1.542,1.26,3.519,3.742,intermediate,intermediate,2.79624893435635,1.29075360769642,0.564180006778689,0.143417067521824
18,18,1.035,3.448,1.043,1.061,3.902,3.319,intermediate,Over-defense,11.0943106099436,0,0,0
13,13,3.724,1.029,1.991,1.234,2.732,2.188,Over-defense,Over-destroyed,0,13,Inf,1
16,10,1.822,2.996,1.756,1.971,2.865,3.041,intermediate,intermediate,0.650610820244328,3.10489970404472,7.63565463698552,0.310489970404472
12,12,2.961,1.687,1.48,0.614,2.297,2.614,intermediate,intermediate,1.08141053548106,10.7742922723795,9.96318411821887,0.897857689364958
12,14,2.092,3.618,1.736,1.433,3.307,3.93,intermediate,intermediate,9.0172361657091,1.28295165394402,0.121952317320864,0.0916394038531443
12,12,3.483,3.566,0.732,1.067,3.789,3.973,intermediate,intermediate,8.97545526524149,7.29725648124843,0.813023547619686,0.608104706770702
15,9,3.977,2.432,1.257,1.366,3.683,3.659,intermediate,Over-destroyed,0.823513440130329,9,18.2146389713155,1
16,9,2.127,1.294,1.369,0.805,3.108,3.902,Over-defense,intermediate,0,6.86494105586878,Inf,0.762771228429865
15,15,2.967,1.106,0.773,1.874,2.192,2.403,intermediate,intermediate,2.27874087591241,6.8227215980025,2.99407522378808,0.4548481065335
9,9,2.327,2.321,1.475,1.278,3.64,3.64,intermediate,intermediate,2.09175824175824,2.59368131868132,1.23995271867612,0.288186813186813
13,16,3.918,3.589,0.521,0.752,2.583,2.074,Over-destroyed,Over-destroyed,13,16,1,1
18,11,3.765,3.313,0.911,1.598,2.031,3.558,intermediate,Over-destroyed,9.86952240275726,11,1.82379645796957,1
13,17,2.198,3.671,1.225,1.293,3.62,2.998,intermediate,intermediate,12.8403314917127,2.19913275517011,0.13096934102044,0.129360750304124
15,12,1.188,1.857,0.89,0.65,2.356,3.483,intermediate,intermediate,3.79202037351443,2.87683031869078,0.948317135498585,0.239735859890899
11,18,1.294,2.773,0.838,1.269,3.71,3.757,intermediate,Over-defense,10.9692722371968,0,0,0
14,9,3.706,3.067,1.871,1.345,2.325,2.967,intermediate,Over-destroyed,0.606021505376345,9,23.1014904187367,1
18,9,3.994,3.014,0.664,0.838,3.601,2.665,intermediate,Over-destroyed,4.21382949180783,9,4.27164887307236,1
16,10,1.405,3.818,1.266,0.808,3.198,2.474,intermediate,intermediate,5.60475297060663,5.82053354890865,1.66159931170809,0.582053354890865
15,15,3.284,2.503,0.752,1.671,3.354,2.313,intermediate,intermediate,7.8309481216458,10.4604409857328,1.33578218412899,0.697362732382187
15,17,1.98,1.006,0.685,0.741,2.935,2.822,intermediate,intermediate,2.32606473594549,6.06059532246634,2.2989833539112,0.356505607203902
9,16,2.885,3.683,1.407,1.595,3.914,2.387,Over-destroyed,intermediate,9,0.186426476749056,0.011651654796816,0.011651654796816
18,13,1.681,1.047,1.909,1.237,2.587,3.82,Over-defense,intermediate,0,3.71125654450262,Inf,0.285481272654048
9,18,1.205,2.344,1.618,0.603,2.043,3.397,Over-destroyed,Over-defense,9,0,0,0
11,10,2.35,2.35,1.745,1.143,3.288,3.515,intermediate,intermediate,1.30930656934307,4.10241820768137,3.4466030600562,0.410241820768137
16,17,3.988,3.037,1.698,0.526,2.094,3.335,intermediate,intermediate,11.68147086915,16.4515742128936,1.32550384508542,0.967739659581974
15,12,2.174,3.225,1.504,0.711,3.82,3.863,intermediate,intermediate,4.22513089005236,6.23297954957287,1.8440196622807,0.519414962464406
11,11,1.323,1.17,1.031,1.231,2.164,2.141,intermediate,intermediate,0.706561922365989,0.472676319476879,0.668980742542817,0.0429705744978981
13,13,3.313,1.405,0.679,1.263,3.374,2.971,intermediate,intermediate,2.79727326615293,8.97004375631101,3.20670985736314,0.690003365870078
17,12,1.029,3.624,1.988,1.228,2.211,3.354,intermediate,intermediate,4.3835368611488,0.822003577817531,0.265654220658168,0.0685002981514609
17,13,3.325,1.757,1.392,1.841,2.767,3.624,Over-defense,intermediate,0,8.99337748344371,Inf,0.691798267957209
15,15,1.464,3.583,1.169,1.46,2.474,3.957,intermediate,intermediate,14.6362166531932,0.0151630022744509,0.00103599192562805,0.00101086681829673
17,15,2.626,3.812,1.137,1.457,3.26,2.223,intermediate,intermediate,11.610736196319,10.2505623031939,1.00056566157302,0.683370820212925
12,12,2.456,1.082,1.771,1.181,3.209,3.303,Over-defense,intermediate,0,4.63215258855586,Inf,0.386012715712988
9,9,3.583,1.094,1.786,1.577,3.922,3.307,Over-defense,intermediate,0,5.45932869670396,Inf,0.606592077411551
16,11,1.969,1.229,1.301,0.893,3.366,2.83,Over-defense,intermediate,0,7.66113074204947,Inf,0.696466431095406
11,9,1.159,2.18,0.846,0.556,3.977,3.448,intermediate,intermediate,2.59341211968821,2.24622969837587,1.05860223013864,0.249581077597319
9,16,1.329,1.112,1.985,0.576,3.319,3.436,Over-defense,intermediate,0,0.798894062863795,Inf,0.0499308789289872
17,16,3.654,3.078,1.078,1.325,2.16,3.135,intermediate,intermediate,14.3157407407407,13.0519936204147,0.968705949125273,0.815749601275917
16,16,2.139,2.89,0.609,1.043,2.759,2.446,intermediate,intermediate,13.2279811525915,7.16925592804579,0.541976575665232,0.448078495502862
16,16,2.573,3.783,0.823,1.742,2.877,2.423,Over-destroyed,intermediate,16,5.48741229880314,0.342963268675196,0.342963268675196
9,18,2.644,1.546,1.665,0.7,2.301,3.182,intermediate,intermediate,5.58148631029987,3.51854179761157,0.315197565845372,0.195474544311754
9,9,2.274,2.08,1.668,0.867,2.638,3.288,intermediate,intermediate,1.40561031084155,3.85127737226277,2.7399324994685,0.427919708029197
13,13,3.56,1.217,1.651,0.887,2.978,2.231,Over-defense,Over-destroyed,0,13,Inf,1
14,18,2.444,3.519,1.827,1.759,2.845,2.564,intermediate,intermediate,13.2738137082601,0.996099843993761,0.0583663700677181,0.0553388802218756
10,12,2.973,2.362,1.099,1.768,3.867,2.035,intermediate,intermediate,4.48771657615723,4.18378378378378,0.776895427177782,0.348648648648648
15,9,3.8,2.908,0.885,1.818,2.607,2.243,intermediate,Over-destroyed,4.94706559263521,9,3.03210048848569,1
16,9,3.084,1.605,1.574,1.507,2.814,2.043,Over-defense,Over-destroyed,0,9,Inf,1
17,17,1.523,2.198,0.905,1.522,3.996,2.227,intermediate,intermediate,5.50075075075075,0.0076335877862593,0.00138773562594478,0.000449034575662312
18,15,3.671,1.47,1.249,1.789,3.139,3.072,Over-defense,intermediate,0,12.7744140625,Inf,0.851627604166667
15,15,3.513,2.732,1.522,1.09,2.881,3.444,intermediate,intermediate,6.29989586948976,10.5531358885017,1.67512862230157,0.703542392566783
12,11,3.078,1.023,1.322,0.747,2.924,2.321,Over-defense,Over-destroyed,0,11,Inf,1
10,17,3.601,2.861,0.694,1.733,3.096,2.681,Over-destroyed,intermediate,10,2.44274524431182,0.143690896724225,0.143690896724225
16,10,1.229,3.342,0.811,1.51,3.562,2.693,intermediate,intermediate,5.73947220662549,1.69476420349053,0.47245158229961,0.169476420349053
16,12,3.272,2.145,0.506,0.703,2.11,3.495,intermediate,Over-destroyed,8.36208530805687,12,1.91339832237588,1
12,12,2.873,2.603,1.977,1.392,2.998,3.002,intermediate,intermediate,2.50567044696464,5.92005329780147,2.36266237843567,0.493337774816789
10,16,3.818,1.434,1.974,1.055,2.861,2.086,intermediate,intermediate,1.11988815099616,10.2109300095877,5.69863271641512,0.638183125599233
13,11,3.072,2.485,0.861,1.689,2.99,2.239,intermediate,intermediate,5.39866220735786,9.53863331844573,2.08809698633709,0.867148483495067
12,12,1.065,2.726,1.795,0.729,3.812,3.859,intermediate,intermediate,2.93074501573977,1.04483026690853,0.356506711193636,0.0870691889090438
14,14,2.579,2.826,1.712,0.547,2.912,3.115,intermediate,intermediate,5.35576923076923,9.13258426966292,1.70518629092449,0.652327447833066
13,17,1.452,3.836,1.331,0.817,3.652,2.184,Over-destroyed,intermediate,13,2.28342490842491,0.134319112260289,0.134319112260289
16,16,1.793,2.538,1.844,1.927,2.27,2.02,intermediate,Over-defense,4.89162995594713,0,0,0
11,11,1.658,3.436,0.946,1.75,3.761,2.814,intermediate,Over-defense,7.28263759638394,0,0,0
14,14,2.896,3.689,1.733,1.163,3.875,2.994,intermediate,intermediate,7.06683870967742,8.10354041416165,1.14669949988593,0.578824315297261
13,13,1.646,3.049,1.959,0.612,3.573,2.344,intermediate,intermediate,3.96585502378953,5.73464163822526,1.44600385133231,0.441126279863481
15,15,1.211,3.988,0.932,1.193,2.564,2.857,Over-destroyed,intermediate,15,0.0945047252362629,0.00630031501575086,0.00630031501575086
16,16,3.137,2.444,1.222,1.897,2.904,2.943,intermediate,intermediate,6.73278236914601,6.74142031940197,1.00128296888008,0.421338769962623
13,13,1.018,1.904,1.8,1.524,2.841,3.84,intermediate,Over-defense,0.475888771559309,0,0,0
15,12,3.665,3.871,0.782,1.111,3.855,2.697,intermediate,Over-destroyed,9.00700389105058,12,1.66537065837221,1
13,17,3.795,2.022,1.956,1.795,2.38,2.25,intermediate,intermediate,3.75882352941176,8.36444444444444,1.70168666318901,0.49202614379085
17,15,1.44,1.429,1.971,1.774,3.699,2.419,Over-defense,Over-defense,0,0,NA,0
16,11,3.489,1.346,0.565,0.882,3.452,3.022,intermediate,Over-destroyed,1.67033603707995,11,9.57891085674644,1
18,13,1.881,3.184,1.935,1.953,3.045,3.965,intermediate,intermediate,2.15500821018063,2.1359394703657,1.37236351922191,0.164303036181977
15,18,2.022,2.386,1.938,0.653,3.022,2.333,intermediate,intermediate,4.59232296492389,7.96228032576082,1.44485343375902,0.442348906986712
12,16,2.509,3.982,1.982,1.254,2.204,2.411,Over-destroyed,intermediate,12,4.16590626296143,0.260369141435089,0.260369141435089
15,15,1.012,2.016,1.017,1.912,2.646,2.591,intermediate,Over-defense,5.66326530612245,0,0,0
16,10,3.971,2.239,1.886,0.97,3.613,2.932,Over-defense,Over-destroyed,0,10,Inf,1
18,9,3.683,3.613,1.193,0.609,2.611,2.759,intermediate,Over-destroyed,4.22941401761777,9,4.2559087204564,1
16,16,1.399,1.722,1.519,0.973,3.409,2.963,intermediate,intermediate,0.952772073921972,2.30037124535943,2.41439826829751,0.143773202834965
15,15,2.708,2.168,0.738,1.078,3.182,3.91,intermediate,intermediate,6.74104336895035,6.25319693094629,0.927630425840144,0.41687979539642
12,13,2.309,2.221,1.293,1.665,3.104,3.593,intermediate,intermediate,4.30315721649485,1.68744781519622,0.361977045861453,0.129803678092017
15,11,2.333,2.157,0.62,1.662,2.403,3.491,intermediate,intermediate,6.00374531835206,4.78745345173303,1.08737883934616,0.435223041066639
18,17,2.75,1.305,1.049,1.081,3.738,3.037,intermediate,intermediate,0.88362760834671,10.2479420480738,12.2797907920179,0.602820120474927
12,17,3.712,1.528,1.436,1.701,2.153,3.409,intermediate,intermediate,4.06130980027868,4.58404224112643,0.796736688968183,0.269649543595672
12,12,1.417,2.209,1.105,0.876,2.853,2.689,intermediate,intermediate,4.64353312302839,2.4142804016363,0.51992315714586,0.201190033469691
15,17,3.759,3.759,1.357,1.554,3.695,3.155,intermediate,intermediate,11.7856562922869,9.49825673534073,0.711102933823205,0.558720984431808
9,13,3.941,3.389,0.832,1.56,3.871,3.472,Over-destroyed,intermediate,9,4.37471198156682,0.336516306274371,0.336516306274371
13,18,3.037,2.063,1.918,1.413,2.305,3.753,intermediate,intermediate,5.29284164859002,3.74287236877165,0.510724820265221,0.207937353820647
10,17,1.481,2.245,1.894,0.791,2.595,3.018,intermediate,intermediate,7.40847784200385,0.451623591782637,0.0358590444634267,0.0265660936342728
18,17,2.667,1.822,0.591,1.116,2.082,2.892,intermediate,intermediate,9.76753121998079,10.0394190871369,1.08829681847764,0.590554063949231
16,16,1.851,1.798,1.345,1.031,3.55,3.065,intermediate,intermediate,2.04169014084507,4.28058727569331,2.09659007018643,0.267536704730832
14,17,1.094,1.188,1.856,0.82,3.988,3.245,Over-defense,intermediate,0,0.424036979969184,Inf,0.0249433517628932
17,9,3.413,1.211,0.934,1.8,2.798,3.581,Over-defense,Over-destroyed,0,9,Inf,1
17,13,3.93,1.728,0.697,1.466,2.133,2.442,intermediate,Over-destroyed,4.97655883731833,13,3.41601507300989,1
16,14,3.618,3.278,1.841,1.369,3.401,2.207,intermediate,Over-destroyed,4.83269626580418,14,3.31078121197372,1
13,15,2.914,1.581,0.993,0.999,2.532,2.748,intermediate,intermediate,4.26777251184834,8.33224163027657,1.69204803197103,0.555482775351771
10,14,3.613,2.192,1.645,1.806,3.256,2.513,intermediate,intermediate,4.37285012285012,4.31595702347792,0.704992478299726,0.308282644534137
15,11,3.155,1.98,0.667,0.934,3.742,2.47,intermediate,Over-destroyed,3.14671298770711,11,4.76687898089172,1
10,14,2.068,2.885,1.304,1.856,2.419,2.724,Over-destroyed,Over-defense,10,0,0,0
17,10,2.339,2.667,1.627,0.952,3.636,2.673,Over-defense,Over-destroyed,0,10,Inf,1
16,9,3.02,1.487,1.63,1.645,2.787,3.166,Over-defense,Over-destroyed,0,9,Inf,1
18,11,1.652,1.446,1.566,0.509,2.399,2.638,Over-defense,intermediate,0,9.1497346474602,Inf,0.831794058860018
9,12,1.006,3.337,0.641,1.495,3.115,2.376,Over-destroyed,Over-defense,9,0,0,0
13,11,3.841,3.542,1.927,0.841,2.892,2.063,intermediate,Over-destroyed,4.81016597510373,11,2.70260944576235,1
16,15,1,3.378,1.486,0.585,3.992,2.599,intermediate,intermediate,6.73697394789579,2.77991535205848,0.44014465027312,0.185327690137232
10,12,1.975,1.417,1.46,1.486,2.337,2.098,intermediate,intermediate,1.02866923406076,0.914204003813155,0.740604117065773,0.0761836669844296
13,13,2.89,3.841,1.477,1.125,3.237,2.055,intermediate,intermediate,9.49397590361446,11.1654501216545,1.17605629453975,0.858880778588808
9,14,3.501,1.763,0.603,1.249,3.088,2.575,intermediate,intermediate,6.2354274611399,5.44582524271845,0.561451107859298,0.388987517337032
12,12,2.157,3.8,1.516,0.932,3.092,3.914,intermediate,intermediate,8.86416558861578,3.75574859478794,0.423700184438278,0.312979049565662
18,18,1.675,1.481,1.78,1.836,3.973,2.521,Over-defense,Over-defense,0,0,NA,0
12,12,1.076,1.012,0.568,0.573,3.949,2.975,intermediate,intermediate,1.34920232970372,2.02890756302521,1.5037830267242,0.169075630252101
15,15,2.421,2.045,0.835,1.903,3.468,3.789,intermediate,intermediate,5.23356401384083,2.05067300079176,0.39183107254798,0.136711533386118
11,17,1.751,2.914,0.814,1.563,2.29,3.068,Over-destroyed,Over-defense,11,0,0,0
17,11,3.031,2.397,1.416,1.853,3.127,2.192,intermediate,Over-destroyed,0.733930284617844,11,23.162962962963,1
10,16,1.734,1.511,1.507,0.843,3.245,3.71,intermediate,intermediate,2.80616332819723,1.03827493261456,0.231248775281012,0.0648921832884097
13,13,3.472,3.166,1.011,1.979,2.466,3.906,intermediate,intermediate,11.360502838605,4.96902201740911,0.43739454916762,0.382232462877624
12,12,2.491,3.701,1.431,1.542,3.205,2.164,intermediate,intermediate,8.49921996879875,5.26247689463956,0.619171749167393,0.438539741219963
9,11,3.589,3.354,0.632,1.803,3.006,2.278,Over-destroyed,intermediate,9,5.47322212467077,0.497565647697342,0.497565647697342
9,16,2.861,1.376,1.375,0.579,2.654,3.836,intermediate,intermediate,3.6326299924642,4.29744525547445,0.665444309279787,0.268590328467153
10,17,2.209,3.254,1.29,1.654,3.503,3.8,Over-destroyed,Over-defense,10,0,0,0
16,10,2.438,1.939,0.614,1.613,3.202,3.871,intermediate,intermediate,2.98750780762024,5.91010074916042,3.16523397011276,0.591010074916042
15,9,2.72,1.845,1.422,1.815,3.037,2.986,Over-defense,intermediate,0,8.19323509711989,Inf,0.910359455235544
16,11,1.722,1.311,1.439,0.553,3.761,3.742,Over-defense,intermediate,0,5.73730625334046,Inf,0.521573295758224
10,14,1.223,1.065,0.914,0.538,2.74,2.892,intermediate,intermediate,2.10583941605839,1.62448132780083,0.551012483061931,0.116034380557202
10,9,3.924,2.614,1.886,1.31,2.755,3.73,intermediate,intermediate,1.69364791288566,7.35924932975871,4.8280068351396,0.81769436997319
16,14,4,1.569,0.811,0.57,2.951,2.376,intermediate,Over-destroyed,3.04642494069807,14,5.25205784204672,1
16,17,1.434,1,1.665,0.92,2.896,3.17,Over-defense,intermediate,0,2.30410094637224,Inf,0.135535349786602
11,14,1.288,3.448,1.463,1.859,2.611,2.888,Over-destroyed,Over-defense,11,0,0,0
11,13,1.587,3.243,1.084,0.949,2.415,2.834,Over-destroyed,intermediate,11,1.80663373323924,0.138971825633788,0.138971825633788
11,18,1.552,1.452,0.808,1.607,2.665,3.859,intermediate,Over-defense,6.47204502814259,0,0,0
16,18,2.35,3.912,1.844,0.89,3.973,2.779,intermediate,intermediate,10.2975081802165,7.76538323137819,0.670313900366436,0.431410179521011
16,9,2.297,3.29,0.905,0.799,2.305,2.693,intermediate,Over-destroyed,6.56399132321041,9,2.4375413086583,1
16,18,1.088,3.571,1.392,0.885,3.656,2.493,intermediate,intermediate,11.4896061269147,0.592860008022464,0.0458663828835061,0.0329366671123591
10,11,1.939,3.977,1.827,1.771,2.121,3.941,Over-destroyed,Over-defense,10,0,0,0
11,18,3.219,3.941,0.667,1.207,2.2,3.182,Over-destroyed,intermediate,11,4.30012570710245,0.238895872616803,0.238895872616803
10,18,2.773,1.681,1.213,1.357,3.182,2.92,intermediate,intermediate,5.69704588309239,1.13150684931507,0.11034050439224,0.062861491628615
9,14,3.425,1.804,0.565,1.704,3.088,3.444,intermediate,intermediate,6.53205958549223,2.02351916376307,0.199146032137025,0.144537083125933
11,15,1.153,2.855,1.818,1.442,2.54,3.663,intermediate,Over-defense,8.98700787401575,0,0,0
16,18,3.812,1.229,0.708,1.51,2.258,2.736,intermediate,intermediate,4.78033658104517,12.3581871345029,2.29796689928212,0.686565951916829
10,12,3.83,3.63,1.724,0.849,2.528,3.307,Over-destroyed,intermediate,10,8.50075597218022,0.708396331015019,0.708396331015019
10,15,1.112,2.25,0.55,1.152,3.718,2.896,intermediate,Over-defense,7.59817105970952,0,0,0
16,9,2.902,1.135,1.61,1.507,3.479,2.791,Over-defense,Over-destroyed,0,9,Inf,1
10,17,1.611,1.018,0.791,0.529,2.384,3.272,intermediate,intermediate,3.94127516778524,2.17512224938875,0.324636982103948,0.127948367611103
16,9,3.284,3.342,0.6,1.733,3.041,2.215,intermediate,Over-destroyed,6.73396908911542,9,2.37601328254712,1
16,18,3.472,2.256,1.674,1.422,2.474,2.309,intermediate,intermediate,5.5877122069523,12.9735816370723,2.06382722287275,0.720754535392907
11,13,1.346,1.106,1.436,1.049,3.562,3.581,Over-defense,intermediate,0,0.326445127059481,Inf,0.0251111636199601
10,9,2.462,3.348,1.193,1.654,2.912,2.971,intermediate,intermediate,6.25068681318681,3.27633793335577,0.582396077472073,0.364037548150641
16,12,2.603,3.765,1.319,1.131,2.325,2.885,intermediate,intermediate,10.3552688172043,9.7317157712305,1.25304531030132,0.810976314269209
16,11,2.814,3.366,0.568,1.213,2.935,3.221,intermediate,intermediate,9.51890971039182,9.83576529028252,1.50296285291349,0.894160480934775
16,10,2.233,2.086,0.976,0.796,2.059,2.658,intermediate,Over-destroyed,2.54686741136474,10,6.28222730739893,1
10,11,1.476,1.552,0.932,1.501,2.568,2.595,intermediate,Over-defense,3.01869158878505,0,0,0
16,12,3.56,3.724,1.093,1.41,2.235,2.775,intermediate,Over-destroyed,12.1700223713647,12,1.31470588235294,1
10,9,1.106,3.266,1.536,0.967,2.023,2.36,intermediate,intermediate,6.93722194760257,0.998728813559323,0.159962977992376,0.110969868173258
16,11,2.714,3.425,1.721,0.644,3.143,2.579,intermediate,Over-destroyed,3.22589882278078,11,4.95985797415919,1
16,10,2.955,2.591,1.384,1.968,3.1,3.1,intermediate,intermediate,1.21483870967742,8.90322580645161,11.7259691980881,0.890322580645161
16,10,1.605,1.622,1.689,1.671,2.442,3.554,Over-defense,intermediate,0,2.52391671356218,Inf,0.252391671356218
10,16,1.452,2.732,0.509,1.877,2.431,2.751,Over-destroyed,Over-defense,10,0,0,0
14,15,2.204,3.119,1.762,1.971,2.904,3.957,intermediate,intermediate,7.61604683195592,0.326257265605257,0.0399822621827774,0.0217504843736838
10,17,2.673,3.601,0.929,1.002,3.252,2.771,Over-destroyed,intermediate,10,3.49909779862865,0.205829282272274,0.205829282272274
13,17,2.221,2.996,1.571,0.808,2.943,3.115,intermediate,intermediate,10.3666326877336,4.85939004815409,0.358458167314809,0.285846473420829
